country,region_orig,adm1_orig,adm2_orig,region_new
Niger,NA,Tillaberi,Bani bangou,
Niger,NA,Zinder,KANTCHé,
Niger,NA,Zinder,TASKER,
Nigeria,NA,Adamawa,NA,
Nigeria,NA,Borno,NA,
Nigeria,NA,Jigawa,NA,
Nigeria,NA,Katsina,Sahel,
Nigeria,NA,Katsina,Sudan,
Nigeria,NA,Katsina,Northern Guinea,
Nigeria,NA,Kano,Z1-Northern-FRWV,
Nigeria,NA,Kano,Z2-Central-MSC,
Nigeria,NA,Kano,Z3-Sahel-MCL,
Nigeria,NA,Sokoto,East,
Nigeria,NA,Sokoto,Central,
Nigeria,NA,Sokoto,South,
Nigeria,NA,Yobe,NA,
Nigeria,NA,Zamfara,Central Zone,
Nigeria,NA,Zamfara,Northern Zone,
Nigeria,NA,Zamfara,Western Zone,
Nigeria,NA,Adamawa,Madagali,
Nigeria,NA,Adamawa,Michika,
Nigeria,NA,Adamawa,Mubi North,
Nigeria,NA,Adamawa,Mubi South,
Nigeria,NA,Adamawa,Maiha,
Nigeria,NA,Adamawa,Gombi,
Nigeria,NA,Adamawa,Hong,
Nigeria,NA,Adamawa,Song,
Nigeria,NA,Adamawa,Gireri,
Nigeria,NA,Adamawa,Yola North,
Nigeria,NA,Adamawa,Yola South,
Nigeria,NA,Adamawa,Fufore,
Nigeria,NA,Adamawa,Guyuk,
Nigeria,NA,Adamawa,Shelleng,
Nigeria,NA,Adamawa,Ganaye,
Nigeria,NA,Adamawa,Demsa,
Nigeria,NA,Adamawa,Lamurde,
Nigeria,NA,Adamawa,Mayo-Belwa,
Nigeria,NA,Adamawa,Toungo,
Nigeria,NA,Adamawa,Numan,
Nigeria,NA,Adamawa,Jada,
Nigeria,NA,Bauchi,Central,
Nigeria,NA,Bauchi,Northern,
Nigeria,NA,Bauchi,Southern,
Nigeria,NA,Benue,Central,
Nigeria,NA,Benue,North,
Nigeria,NA,Benue,South,
Nigeria,NA,Borno,ABADAM,
Nigeria,NA,Borno,Gubio,
Nigeria,NA,Borno,Guzamala,
Nigeria,NA,Borno,Kukawa,
Nigeria,NA,Borno,Magumeri,
Nigeria,NA,Borno,Marte,
Nigeria,NA,Borno,Mobbar,
Nigeria,NA,Borno,Nganzai,
Nigeria,NA,Borno,Monguno,
Nigeria,NA,Borno,Dikwa,
Nigeria,NA,Borno,Jere,
Nigeria,NA,Borno,Kala/Balge,
Nigeria,NA,Borno,Mafa,
Nigeria,NA,Borno,Maiduguri,
Nigeria,NA,Borno,Ngala,
Nigeria,NA,Borno,Konduga,
Nigeria,NA,Borno,Bama,
Nigeria,NA,Borno,Kaga,
Nigeria,NA,Borno,Askira/Uba,
Nigeria,NA,Borno,Bayo,
Nigeria,NA,Borno,Biu,
Nigeria,NA,Borno,Chibok,
Nigeria,NA,Borno,Damboa,
Nigeria,NA,Borno,Gwoza,
Nigeria,NA,Borno,Hawul,
Nigeria,NA,Borno,Kwaya Kusar,
Nigeria,NA,Borno,Shani,
Nigeria,NA,Gombe,Central,
Nigeria,NA,Gombe,North,
Nigeria,NA,Gombe,South,
Nigeria,NA,Jigawa,North East,
Nigeria,NA,Jigawa,North South,
Nigeria,NA,Jigawa,North West,
Nigeria,NA,Kaduna,Northern,
Nigeria,NA,Kaduna,Central,
Nigeria,NA,Kaduna,Southern,
Nigeria,NA,Kano,Central (Zone 1),
Nigeria,NA,Kano,Northern (Zone 2),
Nigeria,NA,Kano,Southern (Zone 3),
Nigeria,NA,Katsina,Northern - Sahel,
Nigeria,NA,Katsina,Central - Sudan,
Nigeria,NA,Katsina,Southern - Guinea,
Nigeria,NA,Kebbi,CENTRAL,
Nigeria,NA,Kebbi,Northern,
Nigeria,NA,Kebbi,Southern,
Nigeria,NA,Niger,Southern,
Nigeria,NA,Niger,Eastern,
Nigeria,NA,Niger,Northern,
Nigeria,NA,Plateau,NORTHERN ZONE,
Nigeria,NA,Plateau,CENTRAL ZONE,
Nigeria,NA,Plateau,Southern Zone,
Nigeria,NA,Sokoto,CENTRAL,
Nigeria,NA,Sokoto,Southern,
Nigeria,NA,Taraba,CENTRAL,
Nigeria,NA,Taraba,Northern,
Nigeria,NA,Taraba,Southern,
Nigeria,NA,Yobe,Bursari,
Nigeria,NA,Yobe,Damaturu,
Nigeria,NA,Yobe,Geidam,
Nigeria,NA,Yobe,Gujba,
Nigeria,NA,Yobe,Gulani,
Nigeria,NA,Yobe,Tarmua,
Nigeria,NA,Yobe,Yunusari,
Nigeria,NA,Yobe,Bade,
Nigeria,NA,Yobe,Jakusko,
Nigeria,NA,Yobe,Karasuwa,
Nigeria,NA,Yobe,Machina,
Nigeria,NA,Yobe,Yusufari,
Nigeria,NA,Yobe,Nangere,
Nigeria,NA,Yobe,Fune,
Nigeria,NA,Yobe,Fika,
Nigeria,NA,Yobe,Nguru,
Nigeria,NA,Yobe,Potiskum,
Nigeria,NA,ADAMAWA,NA,
Nigeria,NA,BAUCHI,NA,
Nigeria,NA,BENUE,NA,
Nigeria,NA,BORNO,NA,
Nigeria,NA,Federal Capital Territory,NA,
Nigeria,NA,GOMBE,NA,
Nigeria,NA,JIGAWA,NA,
Nigeria,NA,KADUNA,NA,
Nigeria,NA,KANO,NA,
Nigeria,NA,KATSINA,NA,
Nigeria,NA,KEBBI,NA,
Nigeria,NA,NIGER,NA,
Nigeria,NA,PLATEAU,NA,
Nigeria,NA,SOKOTO,NA,
Nigeria,NA,TARABA,NA,
Nigeria,NA,YOBE,NA,
Nigeria,NA,ZAMFARA,NA,
Nigeria,NA,Katsina,Zone 1,
Nigeria,NA,Katsina,Zone 2,
Nigeria,NA,Katsina,Zone 3,
Nigeria,NA,Kano,Sahel Savannah,
Nigeria,NA,Kano,Sudan Savannah,
Nigeria,NA,Kano,Northern Guinea,
Nigeria,NA,Adamawa,Northern,
Nigeria,NA,Adamawa,Central,
Nigeria,NA,Adamawa,Southern,
Nigeria,NA,Borno,Central,
Nigeria,NA,Borno,Northern,
Nigeria,NA,Borno,Southern,
Nigeria,NA,Jigawa,Eastern,
Nigeria,NA,Jigawa,Southern,
Nigeria,NA,Jigawa,Western,
Nigeria,NA,Kano,Central,
Nigeria,NA,Kano,Northern,
Nigeria,NA,Kano,Southern,
Nigeria,NA,Katsina,Sahel Savannah,
Nigeria,NA,Katsina,Sudan Savannah,
Nigeria,NA,Kebbi,Central,
Nigeria,NA,Plateau,Northern,
Nigeria,NA,Plateau,Central,
Nigeria,NA,Plateau,Southern,
Nigeria,NA,Taraba,Central,
Nigeria,NA,Yobe,Eastern,
Nigeria,NA,Yobe,Southern,
Nigeria,NA,Yobe,Northern,
Nigeria,NA,Zamfara,CENTRAL,
Nigeria,NA,Zamfara,Northern,
Nigeria,NA,Zamfara,Western,
Nigeria,NA,Borno,Abadam,
Nigeria,NA,Federal Capital Territory,FCT,
Nigeria,NA,Katsina,Northern,
Nigeria,NA,Katsina,Central,
Nigeria,NA,Katsina,Southern,
Senegal,NA,Diourbel,Bambey,
Senegal,NA,Kaffrine,Birkelane,
Senegal,NA,Saint Louis,Dagana,
Senegal,NA,Diourbel,Diourbel,
Senegal,NA,Fatick,Fatick,
Senegal,NA,Fatick,Foundiougne,
Senegal,NA,Fatick,Gossas,
Senegal,NA,Kaolack,Guinguineo,
Senegal,NA,Kaffrine,Kaffrine,
Senegal,NA,Matam,Kanel,
Senegal,NA,Kaolack,Kaolack,
Senegal,NA,Louga,Kebemer,
Senegal,NA,Kedougou,Kedougou,
Senegal,NA,Kolda,Kolda,
Senegal,NA,Kaffrine,Koungheul,
Senegal,NA,Louga,Linguere,
Senegal,NA,Louga,Louga,
Senegal,NA,Kaffrine,Malem Hodar,
Senegal,NA,Matam,Matam,
Senegal,NA,Diourbel,MBacke,
Senegal,NA,Kolda,Medina Yoro Foulah,
Senegal,NA,Kaolack,Nioro du Rip,
Senegal,NA,Saint Louis,Podor,
Senegal,NA,Matam,Ranerou,
Senegal,NA,Dakar,Rufisque,
Senegal,NA,Saint Louis,Saint Louis,
Senegal,NA,Kedougou,Salemata,
Senegal,NA,Kedougou,Saraya,
Senegal,NA,Kolda,Velingara,
Senegal,NA,Tambacounda,Bakel,
Senegal,NA,Ziguinchor,Bignona,
Senegal,NA,Sedhiou,Bounkiling,
Senegal,NA,Tambacounda,Goudiry,
Senegal,NA,Sedhiou,Goudomp,
Senegal,NA,Tambacounda,Koumpentoum,
Senegal,NA,Thies,Mbour,
Senegal,NA,Ziguinchor,Oussouye,
Senegal,NA,Sedhiou,Sedhiou,
Senegal,NA,Tambacounda,Tambacounda,
Senegal,NA,Thies,Thies,
Senegal,NA,Thies,Tivaouane,
Senegal,NA,Ziguinchor,Ziguinchor,
Senegal,NA,Kedougou,kedougou,
Senegal,NA,Kedougou,salemata,
Senegal,NA,Sedhiou,bounkiling,
Senegal,NA,Sedhiou,goudomp,
Senegal,NA,Sedhiou,sedhiou,
Senegal,NA,Ziguinchor,bignona,
Senegal,NA,Ziguinchor,oussouye,
Senegal,NA,Ziguinchor,ziguinchor,
Sierra Leone,NA,Eastern,Kailahun,
Sierra Leone,NA,Eastern,Kenema,
Sierra Leone,NA,Eastern,Kono,
Sierra Leone,NA,Northern,Bombali,
Sierra Leone,NA,Northern,Kambia,
Sierra Leone,NA,Northern,Koinadugu,
Sierra Leone,NA,Northern,Port Loko,
Sierra Leone,NA,Northern,Tonkolili,
Sierra Leone,NA,Southern,Bo,
Sierra Leone,NA,Southern,Bonthe,
Sierra Leone,NA,Southern,Moyamba,
Sierra Leone,NA,Southern,Pujehun,
Sierra Leone,NA,Western Area,Western Area Rur,
Sierra Leone,NA,Western Area,Western Area Urb,
Chad,NA,Batha,NA,
Chad,NA,Chari-Baguirmi,NA,
Chad,NA,Logone Occidental,NA,
Chad,NA,Hadjer-Lamis,NA,
Chad,NA,Barh-El-Gazel,NA,
Chad,NA,Logone Oriental,NA,
Chad,NA,Mandoul,NA,
Chad,NA,Lac,NA,
Chad,NA,Guera,NA,
Chad,NA,Sila,NA,
Chad,NA,Tandjile,NA,
Chad,NA,Mayo Kebbi Est,NA,
Chad,NA,Ouaddai,NA,
Chad,NA,Kanem,NA,
Chad,NA,Mayo-Kebbi Ouest,NA,
Chad,NA,Salamat,NA,
Chad,NA,Wadi Fira,NA,
Chad,NA,Moyen-Chari,NA,
Chad,NA,Logone Occidental,Lac Wey,
Chad,NA,Logone Occidental,Dodje,
Chad,NA,Logone Occidental,Gueni,
Chad,NA,Logone Occidental,Ngourkosso,
Chad,NA,Logone Oriental,La Pende,
Chad,NA,Logone Oriental,Kouh Est,
Chad,NA,Logone Oriental,Kouh Ouest,
Chad,NA,Logone Oriental,La nya,
Chad,NA,Logone Oriental,La Nya Pende,
Chad,NA,Logone Oriental,Monts de Lam,
Chad,NA,Mandoul,Barh Sara,
Chad,NA,Mandoul,Mandoul Oriental,
Chad,NA,Mandoul,Mandoul Occidental,
Chad,NA,Tandjile,Tandjile Centre,
Chad,NA,Tandjile,Tandjile Ouest,
Chad,NA,Tandjile,Tandjile Est,
Chad,NA,Chari-Baguirmi,Baguirmi,
Chad,NA,Chari-Baguirmi,Loug Chari,
Chad,NA,Chari-Baguirmi,Chari,
Chad,NA,Mayo Kebbi Est,La Kabbia,
Chad,NA,Mayo Kebbi Est,Mayo Boneye,
Chad,NA,Mayo Kebbi Est,Mayo Lemye,
Chad,NA,Mayo Kebbi Est,Mont Illi,
Chad,NA,Mayo-Kebbi Ouest,Lac Lere,
Chad,NA,Mayo-Kebbi Ouest,Mayo-Binder,
Chad,NA,Mayo-Kebbi Ouest,Mayo Dallah,
Chad,NA,Batha,Batha Ouest,
Chad,NA,Batha,Batha Est,
Chad,NA,Batha,Fittri,
Chad,NA,Barh-El-Gazel,Barh-El-Gazel Nord,
Chad,NA,Barh-El-Gazel,Barh-El-Gazel Ouest,
Chad,NA,Barh-El-Gazel,Barh-El-Gazel Sud,
Chad,NA,Kanem,Nord Kanem,
Chad,NA,Kanem,Wadi Bissam,
Chad,NA,Kanem,Kanem,
Chad,NA,Hadjer-Lamis,Dababa,
Chad,NA,Hadjer-Lamis,Dagana,
Chad,NA,Hadjer-Lamis,Haraze Al Biar,
Chad,NA,Salamat,Bahr Azoum,
Chad,NA,Salamat,Aboudeia,
Chad,NA,Salamat,Haraze Mangueigne,
Chad,NA,Moyen-Chari,Bahr Koh,
Chad,NA,Moyen-Chari,Grande Sido,
Chad,NA,Moyen-Chari,Lac Iro,
Chad,NA,Sila,Djourf Al Ahmar,
Chad,NA,Sila,Kimiti,
Chad,NA,Guera,Abtouyour,
Chad,NA,Guera,Guera,
Chad,NA,Guera,Mangalme,
Chad,NA,Guera,Barh Signaka,
Chad,NA,Lac,Mamdi,
Chad,NA,Lac,Wayi,
Chad,NA,Ouaddai,Abdi,
Chad,NA,Ouaddai,Assoungha,
Chad,NA,Ouaddai,Ouara,
Chad,NA,Wadi Fira,Biltine,
Chad,NA,Wadi Fira,Dar Tama,
Chad,NA,Wadi Fira,Iriba,
Chad,NA,Wadi Fira,Megri,
Chad,NA,Ennedi-Est,Am-Djarass,
Chad,NA,Ennedi-Est,Wadi Hawar,
Chad,NA,Ennedi Ouest,Fada,
Chad,NA,Ennedi Ouest,Mourtcha,
Chad,NA,Borkou,Borkou Yala,
Chad,NA,Borkou,Borkou,
Chad,NA,Lac,Fouli,
Chad,NA,Lac,Kaya,
Chad,NA,Wardi Fira,Biltine,
Chad,NA,Wardi Fira,Dar Tama,
Chad,NA,Wardi Fira,Iriba,
Chad,NA,Wardi Fira,Megri,
Chad,NA,Hajer Lamis,Dababa,
Chad,NA,Hajer Lamis,Dagana,
Chad,NA,Hajer Lamis,Haraze Al Biar,
Chad,NA,Moyen Chari,Bahr Koh,
Chad,NA,Moyen Chari,Grande Sido,
Chad,NA,Moyen Chari,Lac Iro,
Chad,NA,Logone Oriental,La Nya,
Chad,NA,Chari-Baguirmi,BAGUIRMI,
Chad,NA,Chari-Baguirmi,LOUG CHARI,
Chad,NA,Mayo-Kebbi est,Mayo Boneye,
Chad,NA,Mayo-Kebbi est,La Kabbia,
Chad,NA,Mayo-Kebbi est,Mayo Lemye,
Chad,NA,Mayo-Kebbi est,MONT ILLI,
Chad,NA,Mayo-Kebbi Ouest,MAYO DALLAH,
Chad,NA,Mayo-Kebbi Ouest,LAC LERE,
Chad,NA,Tandjile,TANDJILE EST,
Chad,NA,Tandjile,TANDJILE CENTRE,
Chad,NA,Tandjile,TANDJILE OUEST,
Chad,NA,Barh El Gazal,Barh-El-Gazel Sud,
Chad,NA,Barh El Gazal,Barh-El-Gazel Ouest,
Chad,NA,Barh El Gazal,Barh-El-Gazel Nord,
Chad,NA,Ennedi Est,Am-Djarass,
Chad,NA,Ennedi Est,Wadi Hawar,
Chad,NA,Tibesti,Tibesti Est,
Chad,NA,Tibesti,Tibesti Ouest,
Chad,NA,BORKOU,Borkou,
Chad,NA,BORKOU,Borkou Yala,
Chad,NA,ENNEDI EST,Am-Djarass,
Chad,NA,ENNEDI EST,Wadi Hawar,
Chad,NA,ENNEDI OUEST,Fada,
Chad,NA,ENNEDI OUEST,Mourtcha,
Chad,NA,TIBESTI,Tibesti Est,
Chad,NA,TIBESTI,Tibesti Ouest,
TOGO,NA,Centrale,Blitta,
TOGO,NA,Centrale,Plaine de Mô,
TOGO,NA,Centrale,Sotouboua,
TOGO,NA,Centrale,Tchamba,
TOGO,NA,Centrale,Tchaoudjo,
TOGO,NA,Kara,Assoli,
TOGO,NA,Kara,Bassar,
TOGO,NA,Kara,Binah,
TOGO,NA,Kara,Dankpen,
TOGO,NA,Kara,Doufelgou,
TOGO,NA,Kara,Keran,
TOGO,NA,Kara,Kozah,
TOGO,NA,Maritime,Agoè-Nyivé,
TOGO,NA,Maritime,Ave,
TOGO,NA,Maritime,Bas-Mono,
TOGO,NA,Maritime,Golfe,
TOGO,NA,Maritime,Lacs,
TOGO,NA,Maritime,Lome Commune,
TOGO,NA,Maritime,Vo,
TOGO,NA,Maritime,Yoto,
TOGO,NA,Maritime,Zio,
TOGO,NA,Plateaux,Agou,
TOGO,NA,Plateaux,Akébou,
TOGO,NA,Plateaux,Amou,
TOGO,NA,Plateaux,Anié,
TOGO,NA,Plateaux,Danyi,
TOGO,NA,Plateaux,Est-Mono,
TOGO,NA,Plateaux,Haho,
TOGO,NA,Plateaux,Kloto,
TOGO,NA,Plateaux,Kpélé,
TOGO,NA,Plateaux,Moyen-Mono,
TOGO,NA,Plateaux,Ogou,
TOGO,NA,Plateaux,Wawa,
TOGO,NA,Savanes,Cinkassé,
TOGO,NA,Savanes,Kpendjal,
TOGO,NA,Savanes,Oti,
TOGO,NA,Savanes,Tandjouare,
TOGO,NA,Savanes,Tone,
TOGO,NA,Savanes,Kpendjal-Ouest,
TOGO,NA,Savanes,Oti-Sud,
Togo,NA,Maritime,AVE,
Togo,NA,Maritime,ZIO,
Togo,NA,Maritime,YOTO,
Togo,NA,Maritime,VO,
Togo,NA,Maritime,BAS - MONO,
Togo,NA,Maritime,LACS,
Togo,NA,PLATEAUX,AGOU,
Togo,NA,PLATEAUX,KLOTO,
Togo,NA,PLATEAUX,KPELE,
Togo,NA,PLATEAUX,DANYI,
Togo,NA,PLATEAUX,AMOU,
Togo,NA,PLATEAUX,WAWA,
Togo,NA,PLATEAUX,AKEBOU,
Togo,NA,PLATEAUX,OGOU,
Togo,NA,PLATEAUX,ANIE,
Togo,NA,PLATEAUX,EST -MONO,
Togo,NA,PLATEAUX,MOYEN - MONO,
Togo,NA,PLATEAUX,HAHO,
Togo,NA,CENTRALE,BLITTA,
Togo,NA,CENTRALE,SOTOUBOUA,
Togo,NA,CENTRALE,TCHAMBA,
Togo,NA,CENTRALE,TCHAOUDJO,
Togo,NA,CENTRALE,PLAINE DE MO,
Togo,NA,KARA,ASSOLI,
Togo,NA,KARA,BASSAR,
Togo,NA,KARA,BINAH,
Togo,NA,KARA,DANKPEN,
Togo,NA,KARA,KOZAH,
Togo,NA,KARA,DOUFELGOU,
Togo,NA,KARA,KERAN,
Togo,NA,SAVANES,OTI,
Togo,NA,SAVANES,KPENDJAL,
Togo,NA,SAVANES,TANDJOUARE,
Togo,NA,SAVANES,CINKASSE,
Togo,NA,SAVANES,TONE,
Cabo Verde,Santo Antao,São Miguel,NA,
Cabo Verde,Santiago,S.Lourenço dos Órgãos,NA,
Liberia,NA,NORTH CENTRAL,Bong,
Liberia,NA,NORTH CENTRAL,Lofa,
Liberia,NA,NORTH CENTRAL,Grand Bassa,
Liberia,NA,NORTH CENTRAL,River Cess,
Liberia,NA,NORTH CENTRAL,Nimba,
Liberia,NA,WESTERN,Grand Cape Mount,
Liberia,NA,WESTERN,Gbarpolu,
Liberia,NA,WESTERN,Bomi,
Liberia,NA,WESTERN,Montserrado,
Liberia,NA,WESTERN,Margibi,
Liberia,NA,SOUTH EASTERN,Grand Gedeh,
Liberia,NA,SOUTH EASTERN,Grand Kru,
Liberia,NA,SOUTH EASTERN,Maryland,
Liberia,NA,SOUTH EASTERN,Sinoe,
Liberia,NA,SOUTH EASTERN,River Gee,
Niger,NA,Tillaberi,Banibangou,
Niger,NA,Agadez,In-gall,
Niger,NA,Dosso,doutchi,
Nigeria,NA,Kano,CENTRAL,
Nigeria,NA,Kano,NORTHERN,
Nigeria,NA,Kano,SOUTHERN,
Nigeria,NA,Katsina,NORTHERN,
Nigeria,NA,Katsina,CENTRAL,
Nigeria,NA,Katsina,SOUTHERN,
Nigeria,NA,Kebbi,NORTHERN,
Nigeria,NA,Kebbi,SOUTHERN,
Nigeria,NA,Niger,SOUTHERN,
Nigeria,NA,Niger,EASTERN,
Nigeria,NA,Niger,NORTHERN,
Nigeria,NA,Plateau,NORTHERN,
Nigeria,NA,Plateau,CENTRAL,
Nigeria,NA,Plateau,SOUTHERN,
Nigeria,NA,Sokoto,SOUTHERN,
Nigeria,NA,Taraba,NORTHERN,
Nigeria,NA,Taraba,SOUTHERN,
Senegal,NA,Kolda,VELINGARA,
Sierra Leone,NA,Eastern Province,Kailahun,
Sierra Leone,NA,Eastern Province,Kenema,
Sierra Leone,NA,Eastern Province,Kono,
Sierra Leone,NA,Southern Province,Bo,
Sierra Leone,NA,Southern Province,Bonthe,
Sierra Leone,NA,Southern Province,Moyamba,
Sierra Leone,NA,Southern Province,Pujehun,
Sierra Leone,NA,Northern Province,Bombali,
Sierra Leone,NA,Northern Province,Koinadugu,
Sierra Leone,NA,Northern Province,Port Loko,
Sierra Leone,NA,Northern Province,Tonkolili,
Sierra Leone,NA,Northern Province,Kambia,
Sierra Leone,NA,Western Area,Western Rural,
