country_old,country,region_old,region,adm1_old,adm1,adm2_old,adm2
Cabo Verde,Cabo Verde,S.Vicente,Sao Vicente,Mindelo,Sao Vicente,NA,NA
Cabo Verde,Cabo Verde,Boa Vista,Boa Vista,Boa Vista,Boa Vista,NA,NA
Cabo Verde,Cabo Verde,Santo Antao,Santo Antao,São Miguel,Sao Miguel,NA,NA
Cabo Verde,Cabo Verde,Santiago,Santiago,Santa Catarina,Santa Catarina,NA,NA
Cabo Verde,Cabo Verde,Santiago,Santiago,S.Lourenço dos Órgãos,Sao Lourenco dos Orgaos,NA,NA
Cabo Verde,Cabo Verde,Santiago,Santiago,São Lourenço dos Orgãos,Sao Lourenco dos Orgaos,NA,NA
Cabo Verde,Cabo Verde,Santiago,Santiago,São Salvador do Mundo,Sao Salvador do Mundo,NA,NA
Cabo Verde,Cabo Verde,S. Antao,Santo Antao,Ribeira Grande,Ribeira Grande,NA,NA
Cabo Verde,Cabo Verde,S. Antao,Santo Antao,Porto Novo,Porto Novo,NA,NA
Cabo Verde,Cabo Verde,S. Antao,Santo Antao,Paul,Paul,NA,NA
Cabo Verde,Cabo Verde,S. Nicolau,Sao Nicolau,Ribeira Brava,Ribeira Brava,NA,NA
Cabo Verde,Cabo Verde,S. Vicente,Sao Vicente,S. Vicente,Sao Vicente,NA,NA
Cabo Verde,Cabo Verde,Santiago,Santiago,S. L. Orgãos,Sao Lourenco dos Orgaos,NA,NA
Cabo Verde,Cabo Verde,Santiago,Santiago,S. S. Mundo,Sao Salvador do Mundo,NA,NA
Cabo Verde,Cabo Verde,Boa Vista,Boa Vista,B. Vista,Boa Vista,NA,NA
Cabo Verde,Cabo Verde,SANTIAGO,Santiago,PRAIA,Praia,NA,NA
Cabo Verde,Cabo Verde,SANTIAGO,Santiago,Rª G SANTIAGO,Ribeira Grande de Santiago,NA,NA
Cabo Verde,Cabo Verde,SANTIAGO,Santiago,S. DOMINGOS,Sao Domingos,NA,NA
Cabo Verde,Cabo Verde,SANTIAGO,Santiago,STA CRUZ,Santa Cruz,NA,NA
Cabo Verde,Cabo Verde,SANTIAGO,Santiago,S. L. ÓGÃOS,Sao Lourenco dos Orgaos,NA,NA
Cabo Verde,Cabo Verde,SANTIAGO,Santiago,S. S. MUNDO,Sao Salvador do Mundo,NA,NA
Cabo Verde,Cabo Verde,BOA VISTA,Boa Vista,BOA VISTA,Boa Vista,NA,NA
Cabo Verde,Cabo Verde,S. ANTAO,Santo Antao,Ribeira Grande,Ribeira Grande,NA,NA
Cabo Verde,Cabo Verde,S. ANTAO,Santo Antao,Porto Novo,Porto Novo,NA,NA
Cabo Verde,Cabo Verde,S. ANTAO,Santo Antao,Paul,Paul,NA,NA
Cabo Verde,Cabo Verde,S. NICOLAU,Sao Nicolau,Ribeira Brava,Ribeira Brava,NA,NA
Cabo Verde,Cabo Verde,S. NICOLAU,Sao Nicolau,Tarrafal,Tarrafal de Sao Nicolau,NA,NA
Cabo Verde,Cabo Verde,S. VICENTE,Sao Vicente,S. Vicente,Sao Vicente,NA,NA
Cabo Verde,Cabo Verde,SAL,Sal,Sal,Sal,NA,NA
Cabo Verde,Cabo Verde,SANTIAGO,Santiago,Tarrafal,Tarrafal,NA,NA
Cabo Verde,Cabo Verde,SANTIAGO,Santiago,Rª Grande,Ra Grande,NA,NA
Cabo Verde,Cabo Verde,SANTIAGO,Santiago,São Domingos,Sao Domingos,NA,NA
Cabo Verde,Cabo Verde,SANTIAGO,Santiago,S. L. Órgãos,Sao Lourenco dos Orgaos,NA,NA
Cabo Verde,Cabo Verde,SANTIAGO,Santiago,Sta Cruz,Santa Cruz,NA,NA
Cabo Verde,Cabo Verde,SANTIAGO,Santiago,S. S. Mundo,Sao Salvador do Mundo,NA,NA
Cabo Verde,Cabo Verde,SANTIAGO,Santiago,TARRAFAL ST,Tarrafal,NA,NA
Cabo Verde,Cabo Verde,SANTIAGO,Santiago,SANTA CATARINA,Santa Catarina,NA,NA
Cabo Verde,Cabo Verde,SANTIAGO,Santiago,SÃO MIGUEL,Sao Miguel,NA,NA
Cabo Verde,Cabo Verde,BOA VISTA,Boa Vista,Boa Vista,Boa Vista,NA,NA
Cabo Verde,Cabo Verde,S. ANTAO,Santo Antao,RIBEIRA GRANDE,Ribeira Grande,NA,NA
Cabo Verde,Cabo Verde,S. ANTAO,Santo Antao,PORTO NOVO,Porto Novo,NA,NA
Cabo Verde,Cabo Verde,S. ANTAO,Santo Antao,PAUL,Paul,NA,NA
Cabo Verde,Cabo Verde,S. NICOLAU,Sao Nicolau,RIBEIRA BRAVA,Ribeira Brava,NA,NA
Cabo Verde,Cabo Verde,S. NICOLAU,Sao Nicolau,TARRAFAL SN,Tarrafal de Sao Nicolau,NA,NA
Cabo Verde,Cabo Verde,SÃO  VICENTE,Sao Vicente,SÃO VICENTE,Sao Vicente,NA,NA
Cabo Verde,Cabo Verde,SAL,Sal,SAL,Sal,NA,NA
Cabo Verde,Cabo Verde,FOGO,Fogo,SÃO FILIPE,Sao Filipe,NA,NA
Cabo Verde,Cabo Verde,FOGO,Fogo,MOSTEIROS,Mosteiros,NA,NA
Cabo Verde,Cabo Verde,FOGO,Fogo,SANTA CATARINA,Santa Catarina,NA,NA
Cabo Verde,Cabo Verde,MAIO,Maio,MAIO,Maio,NA,NA
Cabo Verde,Cabo Verde,BRAVA,Brava,BRAVA,Brava,NA,NA
Cabo Verde,Cabo Verde,FOGO,Fogo,Santa Catarina de Fogo,Santa Catarina do Fogo,NA,NA
Cabo Verde,Cabo Verde,S.Vicente,Sao Vicente,S.Vicente,Sao Vicente,NA,NA
Cabo Verde,Cabo Verde,Santiago,Santiago,S. Cruz,Santa Cruz,NA,NA
Cabo Verde,Cabo Verde,Santiago,Santiago,São Miguel,Sao Miguel,NA,NA
Cabo Verde,Cabo Verde,Santiago,Santiago,São Domingos,Sao Domingos,NA,NA
Cabo Verde,Cabo Verde,Santiago,Santiago,Sao salvadordo Mundo,Sao Salvador do Mundo,NA,NA
Cabo Verde,Cabo Verde,Santiago,Santiago,São Lourenço dos Órgãos,Sao Lourenco dos Orgaos,NA,NA
Cabo Verde,Cabo Verde,Santiago,Santiago,Ribeira Grande de Santiago,Ribeira Grande de Santiago,NA,NA
Cabo Verde,Cabo Verde,S. NICOLAU,Sao Nicolau,RIBEIRA BRAVO,Ribeira Brava,NA,NA
Ghana,Ghana,NA,NA,Northern,Northern,NA,NA
Ghana,Ghana,NA,NA,Upper East,Upper East,NA,NA
Ghana,Ghana,NA,NA,Upper West,Upper West,NA,NA
Ghana,Ghana,NA,NA,Brong Ahafo,Brong Ahafo,NA,NA
Ghana,Ghana,NA,NA,Ashanti,Ashanti,NA,NA
Ghana,Ghana,NA,NA,Western,Western,NA,NA
Ghana,Ghana,NA,NA,Central,Central,NA,NA
Ghana,Ghana,NA,NA,Greater Accra,Greater Accra,NA,NA
Ghana,Ghana,NA,NA,Volta,Volta,NA,NA
Ghana,Ghana,NA,NA,Eastern,Eastern,NA,NA
Ghana,Ghana,NA,NA,Central Region,Central Region,NA,NA
Ghana,Ghana,NA,NA,Volta Region,Volta Region,NA,NA
Ghana,Ghana,NA,NA,Estearn,Estearn,NA,NA
Ghana,Ghana,NA,NA,Greater Acra,Greater Acra,NA,NA
Ghana,Ghana,NA,NA,Central region,Central Region,NA,NA
Ghana,Ghana,NA,NA,Greater Acrra,Greater Acrra,NA,NA
Guinea,Guinea,NA,NA,Boke,Boke,Boffa,Boffa
Guinea,Guinea,NA,NA,Boke,Boke,Boke,Boke
Guinea,Guinea,NA,NA,Boke,Boke,Fria,Fria
Guinea,Guinea,NA,NA,Boke,Boke,Gaoual,Gaoual
Guinea,Guinea,NA,NA,Boke,Boke,Koundara,Koundara
Guinea,Guinea,NA,NA,Conakry,Conakry,Conakry,Conakry
Guinea,Guinea,NA,NA,Faranah,Faranah,Dabola,Dabola
Guinea,Guinea,NA,NA,Faranah,Faranah,Dinguiraye,Dinguiraye
Guinea,Guinea,NA,NA,Faranah,Faranah,Faranah,Faranah
Guinea,Guinea,NA,NA,Faranah,Faranah,Kissidougou,Kissidougou
Guinea,Guinea,NA,NA,Kankan,Kankan,Kankan,Kankan
Guinea,Guinea,NA,NA,Kankan,Kankan,Kerouane,Kerouane
Guinea,Guinea,NA,NA,Kankan,Kankan,Kouroussa,Kouroussa
Guinea,Guinea,NA,NA,Kankan,Kankan,Mandiana,Mandiana
Guinea,Guinea,NA,NA,Kankan,Kankan,Siguiri,Siguiri
Guinea,Guinea,NA,NA,Kindia,Kindia,Coyah,Coyah
Guinea,Guinea,NA,NA,Kindia,Kindia,Dubreka,Dubreka
Guinea,Guinea,NA,NA,Kindia,Kindia,Forecariah,Forecariah
Guinea,Guinea,NA,NA,Kindia,Kindia,Kindia,Kindia
Guinea,Guinea,NA,NA,Kindia,Kindia,Telimele,Telimele
Guinea,Guinea,NA,NA,Labe,Labe,Koubia,Koubia
Guinea,Guinea,NA,NA,Labe,Labe,Labe,Labe
Guinea,Guinea,NA,NA,Labe,Labe,Lelouma,Lelouma
Guinea,Guinea,NA,NA,Labe,Labe,Mali,Mali
Guinea,Guinea,NA,NA,Labe,Labe,Tougue,Tougue
Guinea,Guinea,NA,NA,Mamou,Mamou,Dalaba,Dalaba
Guinea,Guinea,NA,NA,Mamou,Mamou,Mamou,Mamou
Guinea,Guinea,NA,NA,Mamou,Mamou,Pita,Pita
Guinea,Guinea,NA,NA,Nzerekore,Nzerekore,Beyla,Beyla
Guinea,Guinea,NA,NA,Nzerekore,Nzerekore,Gueckedou,Gueckedou
Guinea,Guinea,NA,NA,Nzerekore,Nzerekore,Lola,Lola
Guinea,Guinea,NA,NA,Nzerekore,Nzerekore,Macenta,Macenta
Guinea,Guinea,NA,NA,Nzerekore,Nzerekore,Nzerekore,Nzerekore
Guinea,Guinea,NA,NA,Nzerekore,Nzerekore,Yomou,Yomou
Guinea,Guinea,NA,NA,Boke,Boke,NA,NA
Guinea,Guinea,NA,NA,Conakry,Conakry,NA,NA
Guinea,Guinea,NA,NA,Faranah,Faranah,NA,NA
Guinea,Guinea,NA,NA,Kankan,Kankan,NA,NA
Guinea,Guinea,NA,NA,Kindia,Kindia,NA,NA
Guinea,Guinea,NA,NA,Labe,Labe,NA,NA
Guinea,Guinea,NA,NA,Mamou,Mamou,NA,NA
Guinea,Guinea,NA,NA,Nzerekore,Nzerekore,NA,NA
Guinea,Guinea,NA,NA,BOKE,Boke,BOFFA,Boffa
Guinea,Guinea,NA,NA,BOKE,Boke,BOKE,Boke
Guinea,Guinea,NA,NA,BOKE,Boke,FRIA,Fria
Guinea,Guinea,NA,NA,BOKE,Boke,GAOUAL,Gaoual
Guinea,Guinea,NA,NA,BOKE,Boke,KOUNDARA,Koundara
Guinea,Guinea,NA,NA,FARANAH,Faranah,DABOLA,Dabola
Guinea,Guinea,NA,NA,FARANAH,Faranah,DINGUIRAYE,Dinguiraye
Guinea,Guinea,NA,NA,FARANAH,Faranah,FARANAH,Faranah
Guinea,Guinea,NA,NA,FARANAH,Faranah,KISSIDOUGOU,Kissidougou
Guinea,Guinea,NA,NA,KANKAN,Kankan,KANKAN,Kankan
Guinea,Guinea,NA,NA,KANKAN,Kankan,KEROUANE,Kerouane
Guinea,Guinea,NA,NA,KANKAN,Kankan,KOUROUSSA,Kouroussa
Guinea,Guinea,NA,NA,KANKAN,Kankan,MANDIANA,Mandiana
Guinea,Guinea,NA,NA,KANKAN,Kankan,SIGUIRI,Siguiri
Guinea,Guinea,NA,NA,KINDIA,Kindia,COYAH,Coyah
Guinea,Guinea,NA,NA,KINDIA,Kindia,DUBREKA,Dubreka
Guinea,Guinea,NA,NA,KINDIA,Kindia,FORECARIAH,Forecariah
Guinea,Guinea,NA,NA,KINDIA,Kindia,KINDIA,Kindia
Guinea,Guinea,NA,NA,KINDIA,Kindia,TELEMELE,Telemele
Guinea,Guinea,NA,NA,LABE,Labe,KOUBIA,Koubia
Guinea,Guinea,NA,NA,LABE,Labe,LABE,Labe
Guinea,Guinea,NA,NA,LABE,Labe,LELOUMA,Lelouma
Guinea,Guinea,NA,NA,LABE,Labe,MALI,Mali
Guinea,Guinea,NA,NA,LABE,Labe,TOUGUE,Tougue
Guinea,Guinea,NA,NA,MAMOU,Mamou,DALABA,Dalaba
Guinea,Guinea,NA,NA,MAMOU,Mamou,MAMOU,Mamou
Guinea,Guinea,NA,NA,MAMOU,Mamou,PITA,Pita
Guinea,Guinea,NA,NA,N'ZEREKORE,N'zerekore,BEYLA,Beyla
Guinea,Guinea,NA,NA,N'ZEREKORE,N'zerekore,GUECKEDOU,Gueckedou
Guinea,Guinea,NA,NA,N'ZEREKORE,N'zerekore,LOLA,Lola
Guinea,Guinea,NA,NA,N'ZEREKORE,N'zerekore,MACENTA,Macenta
Guinea,Guinea,NA,NA,N'ZEREKORE,N'zerekore,N'ZEREKORE,N'zerekore
Guinea,Guinea,NA,NA,N'ZEREKORE,N'zerekore,YOMOU,Yomou
Gambia,Gambia,NA,NA,WCR,Brikama,NA,NA
Gambia,Gambia,NA,NA,LRR,Mansa Konko,NA,NA
Gambia,Gambia,NA,NA,URR,Basse,NA,NA
Gambia,Gambia,NA,NA,CRRN,Kuntaur,NA,NA
Gambia,Gambia,NA,NA,CRRS,Janjanbureh,NA,NA
Gambia,Gambia,NA,NA,NBR,Kerewan,NA,NA
Gambia,Gambia,NA,NA,BANJUL,Banjul,NA,NA
Gambia,Gambia,NA,NA,KMC,Kanifing,NA,NA
Gambia,Gambia,NA,NA,West Coast Region,Brikama,NA,NA
Gambia,Gambia,NA,NA,Lower River Region,Mansa Konko,NA,NA
Gambia,Gambia,NA,NA,North Bank Region,Kerewan,NA,NA
Gambia,Gambia,NA,NA,Central River Region (N),Kuntaur,NA,NA
Gambia,Gambia,NA,NA,Central River Region (S),Janjanbureh,NA,NA
Gambia,Gambia,NA,NA,Upper River Region,Basse,NA,NA
Gambia,Gambia,NA,NA,CRR n,Kuntaur,NA,NA
Gambia,Gambia,NA,NA,CRR s,Janjanbureh,NA,NA
Gambia,Gambia,NA,NA,BJL,Banjul,NA,NA
Gambia,Gambia,NA,NA,Central River (N),Kuntaur,NA,NA
Gambia,Gambia,NA,NA,Central River (S),Janjanbureh,NA,NA
Gambia,Gambia,NA,NA,Lower River,Mansa Konko,NA,NA
Gambia,Gambia,NA,NA,North Bank,Kerewan,NA,NA
Gambia,Gambia,NA,NA,Upper River,Basse,NA,NA
Gambia,Gambia,NA,NA,West Coast,Brikama,NA,NA
Guinea-Bissau,Guinea-Bissau,NA,NA,Bafata,Bafata,NA,NA
Guinea-Bissau,Guinea-Bissau,NA,NA,Quinara,Quinara,NA,NA
Guinea-Bissau,Guinea-Bissau,NA,NA,OIO,Oio,NA,NA
Guinea-Bissau,Guinea-Bissau,NA,NA,Biombo,Biombo,NA,NA
Guinea-Bissau,Guinea-Bissau,NA,NA,CACHEU,Cacheu,NA,NA
Guinea-Bissau,Guinea-Bissau,NA,NA,GABU,Gabu,NA,NA
Guinea-Bissau,Guinea-Bissau,NA,NA,BOLAMA,Bolama-Bijagos,NA,NA
Guinea-Bissau,Guinea-Bissau,NA,NA,TOMBALI,Tombali,NA,NA
Guinea-Bissau,Guinea-Bissau,NA,NA,BAFATA,Bafata,NA,NA
Guinea-Bissau,Guinea-Bissau,NA,NA,QUINARA,Quinara,NA,NA
Guinea-Bissau,Guinea-Bissau,NA,NA,BIOMBO,Biombo,NA,NA
Guinea-Bissau,Guinea-Bissau,NA,NA,Cacheu,Cacheu,NA,NA
Guinea-Bissau,Guinea-Bissau,NA,NA,Oio,Oio,NA,NA
Guinea-Bissau,Guinea-Bissau,NA,NA,Gabu,Gabu,NA,NA
Guinea-Bissau,Guinea-Bissau,NA,NA,Tombali,Tombali,NA,NA
Guinea-Bissau,Guinea-Bissau,NA,NA,Bolama-Bijagos,Bolama-Bijagos,NA,NA
Guinea-Bissau,Guinea-Bissau,NA,NA,Bolama,Bolama-Bijagos,NA,NA
Liberia,Liberia,NA,NA,Bomi,Bomi,NA,NA
Liberia,Liberia,NA,NA,Bong,Bong,NA,NA
Liberia,Liberia,NA,NA,Gbarpolu,Gbarpolu,NA,NA
Liberia,Liberia,NA,NA,Grand Bassa,Grand Bassa,NA,NA
Liberia,Liberia,NA,NA,Grand Cape Mount,Grand Cape Mount,NA,NA
Liberia,Liberia,NA,NA,Grand Gedeh,Grand Gedeh,NA,NA
Liberia,Liberia,NA,NA,Grand Kru,Grand Kru,NA,NA
Liberia,Liberia,NA,NA,Lofa,Lofa,NA,NA
Liberia,Liberia,NA,NA,Margibi,Margibi,NA,NA
Liberia,Liberia,NA,NA,Maryland,Maryland,NA,NA
Liberia,Liberia,NA,NA,Montserrado,Montserrado,NA,NA
Liberia,Liberia,NA,NA,Nimba,Nimba,NA,NA
Liberia,Liberia,NA,NA,River Gee,River Gee,NA,NA
Liberia,Liberia,NA,NA,Rivercess,Rivercess,NA,NA
Liberia,Liberia,NA,NA,Sinoe,Sinoe,NA,NA
Liberia,Liberia,NA,NA,NORTH CENTRAL,North Central,Bong,Bong
Liberia,Liberia,NA,NA,NORTH CENTRAL,North Central,Lofa,Lofa
Liberia,Liberia,NA,NA,NORTH CENTRAL,North Central,Grand Bassa,Grand Bassa
Liberia,Liberia,NA,NA,NORTH CENTRAL,North Central,River Cess,River Cess
Liberia,Liberia,NA,NA,NORTH CENTRAL,North Central,Nimba,Nimba
Liberia,Liberia,NA,NA,WESTERN,Western,Grand Cape Mount,Grand Cape Mount
Liberia,Liberia,NA,NA,WESTERN,Western,Gbarpolu,Gbarpolu
Liberia,Liberia,NA,NA,WESTERN,Western,Bomi,Bomi
Liberia,Liberia,NA,NA,WESTERN,Western,Montserrado,Montserrado
Liberia,Liberia,NA,NA,WESTERN,Western,Margibi,Margibi
Liberia,Liberia,NA,NA,SOUTH EASTERN,South Eastern,Grand Gedeh,Grand Gedeh
Liberia,Liberia,NA,NA,SOUTH EASTERN,South Eastern,Grand Kru,Grand Kru
Liberia,Liberia,NA,NA,SOUTH EASTERN,South Eastern,Maryland,Maryland
Liberia,Liberia,NA,NA,SOUTH EASTERN,South Eastern,Sinoe,Sinoe
Liberia,Liberia,NA,NA,SOUTH EASTERN,South Eastern,River Gee,River Gee
MALI,Mali,NA,NA,Kayes,Kayes,Kenieba,Kenieba
MALI,Mali,NA,NA,Kayes,Kayes,Bafoulabe,Bafoulabe
MALI,Mali,NA,NA,Kayes,Kayes,Diema,Diema
MALI,Mali,NA,NA,Kayes,Kayes,Nioro,Nioro
MALI,Mali,NA,NA,Kayes,Kayes,Kayes,Kayes
MALI,Mali,NA,NA,Kayes,Kayes,Kita,Kita
MALI,Mali,NA,NA,Kayes,Kayes,Yelimane,Yelimane
MALI,Mali,NA,NA,Koulikoro,Koulikoro,Nara,Nara
MALI,Mali,NA,NA,Koulikoro,Koulikoro,Koulikoro,Koulikoro
MALI,Mali,NA,NA,Koulikoro,Koulikoro,Banamba,Banamba
MALI,Mali,NA,NA,Koulikoro,Koulikoro,Dioila,Dioila
MALI,Mali,NA,NA,Koulikoro,Koulikoro,Kangaba,Kangaba
MALI,Mali,NA,NA,Koulikoro,Koulikoro,Kati,Kati
MALI,Mali,NA,NA,Koulikoro,Koulikoro,Kolokani,Kolokani
MALI,Mali,NA,NA,Sikasso,Sikasso,Sikasso,Sikasso
MALI,Mali,NA,NA,Sikasso,Sikasso,Bougouni,Bougouni
MALI,Mali,NA,NA,Sikasso,Sikasso,Kadiolo,Kadiolo
MALI,Mali,NA,NA,Sikasso,Sikasso,Kolondieba,Kolondieba
MALI,Mali,NA,NA,Sikasso,Sikasso,Koutiala,Koutiala
MALI,Mali,NA,NA,Sikasso,Sikasso,Yanfolila,Yanfolila
MALI,Mali,NA,NA,Sikasso,Sikasso,Yorosso,Yorosso
MALI,Mali,NA,NA,Segou,Segou,Segou,Segou
MALI,Mali,NA,NA,Segou,Segou,Baroueli,Baroueli
MALI,Mali,NA,NA,Segou,Segou,Bla,Bla
MALI,Mali,NA,NA,Segou,Segou,Macina,Macina
MALI,Mali,NA,NA,Segou,Segou,Niono,Niono
MALI,Mali,NA,NA,Segou,Segou,San,San
MALI,Mali,NA,NA,Segou,Segou,Tominian,Tominian
MALI,Mali,NA,NA,Mopti,Mopti,Mopti,Mopti
MALI,Mali,NA,NA,Mopti,Mopti,Bandiagara,Bandiagara
MALI,Mali,NA,NA,Mopti,Mopti,Bankass,Bankass
MALI,Mali,NA,NA,Mopti,Mopti,Djenne,Djenne
MALI,Mali,NA,NA,Mopti,Mopti,Douentza,Douentza
MALI,Mali,NA,NA,Mopti,Mopti,Koro,Koro
MALI,Mali,NA,NA,Mopti,Mopti,Tenenkou,Tenenkou
MALI,Mali,NA,NA,Mopti,Mopti,Youwarou,Youwarou
MALI,Mali,NA,NA,Tombouctou,Tombouctou,Tombouctou,Tombouctou
MALI,Mali,NA,NA,Tombouctou,Tombouctou,Niafunke,Niafunke
MALI,Mali,NA,NA,Tombouctou,Tombouctou,Gourma-Rharous,Gourma-Rharous
MALI,Mali,NA,NA,Tombouctou,Tombouctou,Goundam,Goundam
MALI,Mali,NA,NA,Tombouctou,Tombouctou,Dire,Dire
MALI,Mali,NA,NA,Gao,Gao,Ansongo,Ansongo
MALI,Mali,NA,NA,Gao,Gao,Bourem,Bourem
MALI,Mali,NA,NA,Gao,Gao,Gao,Gao
MALI,Mali,NA,NA,Gao,Gao,Menaka,Menaka
MALI,Mali,NA,NA,Kidal,Kidal,Abeibara,Abeibara
MALI,Mali,NA,NA,Kidal,Kidal,Tin-Essako,Tin-Essako
MALI,Mali,NA,NA,Kidal,Kidal,Tessalit,Tessalit
MALI,Mali,NA,NA,Kidal,Kidal,Kidal,Kidal
MALI,Mali,NA,NA,Mopti,Mopti,Baroueli,Baroueli
MALI,Mali,NA,NA,Bamako,Bamako,Commune I,Commune I
MALI,Mali,NA,NA,Bamako,Bamako,Commune Ii,Commune Ii
MALI,Mali,NA,NA,Bamako,Bamako,Commune Iii,Commune Iii
MALI,Mali,NA,NA,Bamako,Bamako,Commune Iv,Commune Iv
MALI,Mali,NA,NA,Bamako,Bamako,Commune V,Commune V
MALI,Mali,NA,NA,Bamako,Bamako,Commune Vi,Commune Vi
MALI,Mali,NA,NA,Bamako,Bamako,Commune II,Commune Ii
MALI,Mali,NA,NA,Bamako,Bamako,Commune III,Commune Iii
MALI,Mali,NA,NA,Bamako,Bamako,Commune IV,Commune Iv
MALI,Mali,NA,NA,Bamako,Bamako,Commune VI,Commune Vi
MALI,Mali,NA,NA,Tombouctou,Tombouctou,NA,NA
MALI,Mali,NA,NA,Kidal,Kidal,NA,NA
MALI,Mali,NA,NA,Koulikoro,Koulikoro,NA,NA
MALI,Mali,NA,NA,Kayes,Kayes,NA,NA
MALI,Mali,NA,NA,Segou,Segou,NA,NA
MALI,Mali,NA,NA,Sikasso,Sikasso,NA,NA
MALI,Mali,NA,NA,Gao,Gao,NA,NA
MALI,Mali,NA,NA,Mopti,Mopti,NA,NA
MALI,Mali,NA,NA,Bamako,Bamako,NA,NA
Mauritania,Mauritania,NA,NA,Brakna,Brakna,NA,NA
Mauritania,Mauritania,NA,NA,Guidimakha,Guidimakha,NA,NA
Mauritania,Mauritania,NA,NA,Tagant,Tagant,NA,NA
Mauritania,Mauritania,NA,NA,Adrar,Adrar,NA,NA
Mauritania,Mauritania,NA,NA,Dakhlet-Nouadhibou,Dakhlet-Nouadhibou,NA,NA
Mauritania,Mauritania,NA,NA,Tiris-Zemmour,Tiris-Zemmour,NA,NA
Mauritania,Mauritania,NA,NA,Inchiri,Inchiri,NA,NA
Mauritania,Mauritania,NA,NA,Gorgol,Gorgol,NA,NA
Mauritania,Mauritania,NA,NA,Nouakchott,Nouakchott,NA,NA
Mauritania,Mauritania,NA,NA,Trarza,Trarza,NA,NA
Mauritania,Mauritania,NA,NA,Hodh Ech Chargi,Hodh Ech Chargi,NA,NA
Mauritania,Mauritania,NA,NA,Hodh El Gharbi,Hodh El Gharbi,NA,NA
Mauritania,Mauritania,NA,NA,Assaba,Assaba,NA,NA
Niger,Niger,NA,NA,Agadez,Agadez,Aderbissinat,Aderbissinat
Niger,Niger,NA,NA,Agadez,Agadez,Arlit,Arlit
Niger,Niger,NA,NA,Agadez,Agadez,Bilma,Bilma
Niger,Niger,NA,NA,Agadez,Agadez,Iferouane,Iferouane
Niger,Niger,NA,NA,Agadez,Agadez,In-Gall,In-Gall
Niger,Niger,NA,NA,Agadez,Agadez,Tchirozerine,Tchirozerine
Niger,Niger,NA,NA,Diffa,Diffa,Nguigmi,Nguigmi
Niger,Niger,NA,NA,Diffa,Diffa,Ngourti,Ngourti
Niger,Niger,NA,NA,Diffa,Diffa,Goudoumaria,Goudoumaria
Niger,Niger,NA,NA,Diffa,Diffa,Maine Soroa,Maine Soroa
Niger,Niger,NA,NA,Diffa,Diffa,Diffa,Diffa
Niger,Niger,NA,NA,Diffa,Diffa,Bosso,Bosso
Niger,Niger,NA,NA,Dosso,Dosso,Boboye,Boboye
Niger,Niger,NA,NA,Dosso,Dosso,Dosso,Dosso
Niger,Niger,NA,NA,Dosso,Dosso,Dioudiou,Dioudiou
Niger,Niger,NA,NA,Dosso,Dosso,Doutchi,Doutchi
Niger,Niger,NA,NA,Dosso,Dosso,Falmey,Falmey
Niger,Niger,NA,NA,Dosso,Dosso,Gaya,Gaya
Niger,Niger,NA,NA,Dosso,Dosso,Loga,Loga
Niger,Niger,NA,NA,Dosso,Dosso,Tibiri,Tibiri
Niger,Niger,NA,NA,Maradi,Maradi,Aguie,Aguie
Niger,Niger,NA,NA,Maradi,Maradi,Dakoro,Dakoro
Niger,Niger,NA,NA,Maradi,Maradi,Gazaoua,Gazaoua
Niger,Niger,NA,NA,Maradi,Maradi,Bermo,Bermo
Niger,Niger,NA,NA,Maradi,Maradi,Mayahi,Mayahi
Niger,Niger,NA,NA,Maradi,Maradi,Tessaoua,Tessaoua
Niger,Niger,NA,NA,Maradi,Maradi,Madarounfa,Madarounfa
Niger,Niger,NA,NA,Maradi,Maradi,Guidan Roumji,Guidan Roumji
Niger,Niger,NA,NA,Tahoua,Tahoua,Abalak,Abalak
Niger,Niger,NA,NA,Tahoua,Tahoua,Tchintabaraden,Tchintabaraden
Niger,Niger,NA,NA,Tahoua,Tahoua,Tassara,Tassara
Niger,Niger,NA,NA,Tahoua,Tahoua,Tillia,Tillia
Niger,Niger,NA,NA,Tahoua,Tahoua,Tahoua,Tahoua
Niger,Niger,NA,NA,Tahoua,Tahoua,Keita,Keita
Niger,Niger,NA,NA,Tahoua,Tahoua,Illela,Illela
Niger,Niger,NA,NA,Tahoua,Tahoua,Bouza,Bouza
Niger,Niger,NA,NA,Tahoua,Tahoua,Bagaroua,Bagaroua
Niger,Niger,NA,NA,Tahoua,Tahoua,Madaoua,Madaoua
Niger,Niger,NA,NA,Tahoua,Tahoua,Malbaza,Malbaza
Niger,Niger,NA,NA,Tahoua,Tahoua,Konni,Konni
Niger,Niger,NA,NA,Tillaberi,Tillaberi,Abala,Abala
Niger,Niger,NA,NA,Tillaberi,Tillaberi,Filingue,Filingue
Niger,Niger,NA,NA,Tillaberi,Tillaberi,Bani Bangou,Bani Bangou
Niger,Niger,NA,NA,Tillaberi,Tillaberi,Ouallam,Ouallam
Niger,Niger,NA,NA,Tillaberi,Tillaberi,Tillaberi,Tillaberi
Niger,Niger,NA,NA,Tillaberi,Tillaberi,Tera,Tera
Niger,Niger,NA,NA,Tillaberi,Tillaberi,Bankillare,Bankillare
Niger,Niger,NA,NA,Tillaberi,Tillaberi,Gotheye,Gotheye
Niger,Niger,NA,NA,Tillaberi,Tillaberi,Say,Say
